county,precinct,candidate,first_exp,final_exp,sde
Dallas,URBANDALE 15,Uncommitted,0,4,0.0
Dallas,URBANDALE 15,Warren,30,44,0.4143
Dallas,URBANDALE 15,Yang,7,7,0.0
Dallas,VAN METER,Bennet,1,0,0.0
Dallas,VAN METER,Biden,30,34,0.4143
Dallas,VAN METER,Bloomberg,0,0,0.0
Dallas,VAN METER,Buttigieg,32,40,0.4143
Dallas,VAN METER,Delaney,0,0,0.0
Dallas,VAN METER,Gabbard,0,0,0.0
Dallas,VAN METER,Klobuchar,27,35,0.4143
Dallas,VAN METER,Other,0,0,0.0
Dallas,VAN METER,Patrick,0,0,0.0
Dallas,VAN METER,Sanders,22,27,0.4143
Dallas,VAN METER,Steyer,0,0,0.0
Dallas,VAN METER,Uncommitted,2,0,0.0
Dallas,VAN METER,Warren,17,7,0.0
Dallas,VAN METER,Yang,13,1,0.0
Dallas,WALNUT / GRIMES / GRANT,Bennet,0,0,0.0
Dallas,WALNUT / GRIMES / GRANT,Biden,18,0,0.0
Dallas,WALNUT / GRIMES / GRANT,Bloomberg,0,0,0.0
Dallas,WALNUT / GRIMES / GRANT,Buttigieg,26,31,0.4143
Dallas,WALNUT / GRIMES / GRANT,Delaney,0,0,0.0
Dallas,WALNUT / GRIMES / GRANT,Gabbard,0,0,0.0
Dallas,WALNUT / GRIMES / GRANT,Klobuchar,22,31,0.4143
Dallas,WALNUT / GRIMES / GRANT,Other,0,0,0.0
Dallas,WALNUT / GRIMES / GRANT,Patrick,0,0,0.0
Dallas,WALNUT / GRIMES / GRANT,Sanders,20,23,0.4143
Dallas,WALNUT / GRIMES / GRANT,Steyer,2,0,0.0
Dallas,WALNUT / GRIMES / GRANT,Uncommitted,0,0,0.0
Dallas,WALNUT / GRIMES / GRANT,Warren,20,23,0.0
Dallas,WALNUT / GRIMES / GRANT,Yang,13,0,0.0
Dallas,WAUKEE 1,Bennet,0,0,0.0
Dallas,WAUKEE 1,Biden,39,39,0.4143
Dallas,WAUKEE 1,Bloomberg,0,0,0.0
Dallas,WAUKEE 1,Buttigieg,59,59,0.8286
Dallas,WAUKEE 1,Delaney,0,0,0.0
Dallas,WAUKEE 1,Gabbard,0,0,0.0
Dallas,WAUKEE 1,Klobuchar,35,35,0.4143
Dallas,WAUKEE 1,Other,0,0,0.0
Dallas,WAUKEE 1,Patrick,0,0,0.0
Dallas,WAUKEE 1,Sanders,48,48,0.4143
Dallas,WAUKEE 1,Steyer,0,0,0.0
Dallas,WAUKEE 1,Uncommitted,0,0,0.0
Dallas,WAUKEE 1,Warren,50,50,0.4143
Dallas,WAUKEE 1,Yang,0,0,0.0
Dallas,WAUKEE 2,Bennet,0,0,0.0
Dallas,WAUKEE 2,Biden,56,73,0.8286
Dallas,WAUKEE 2,Bloomberg,1,0,0.0
Dallas,WAUKEE 2,Buttigieg,65,77,0.8286
Dallas,WAUKEE 2,Delaney,0,0,0.0
Dallas,WAUKEE 2,Gabbard,0,0,0.0
Dallas,WAUKEE 2,Klobuchar,26,0,0.0
Dallas,WAUKEE 2,Other,0,0,0.0
Dallas,WAUKEE 2,Patrick,0,0,0.0
Dallas,WAUKEE 2,Sanders,52,57,0.4143
Dallas,WAUKEE 2,Steyer,6,0,0.0
Dallas,WAUKEE 2,Uncommitted,4,0,0.0
Dallas,WAUKEE 2,Warren,49,64,0.4143
Dallas,WAUKEE 2,Yang,31,0,0.0
Dallas,WAUKEE 3,Bennet,0,0,0.0
Dallas,WAUKEE 3,Biden,31,46,0.4143
Dallas,WAUKEE 3,Bloomberg,0,0,0.0
Dallas,WAUKEE 3,Buttigieg,79,102,1.2429
Dallas,WAUKEE 3,Delaney,0,0,0.0
Dallas,WAUKEE 3,Gabbard,0,0,0.0
Dallas,WAUKEE 3,Klobuchar,0,0,0.0
Dallas,WAUKEE 3,Other,0,0,0.0
Dallas,WAUKEE 3,Patrick,0,0,0.0
Dallas,WAUKEE 3,Sanders,46,49,0.4143
Dallas,WAUKEE 3,Steyer,0,0,0.0
Dallas,WAUKEE 3,Uncommitted,3,0,0.0
Dallas,WAUKEE 3,Warren,45,57,0.8286
Dallas,WAUKEE 3,Yang,0,0,0.0
Dallas,WAUKEE 4,Bennet,2,0,0.0
Dallas,WAUKEE 4,Biden,32,39,0.4143
Dallas,WAUKEE 4,Bloomberg,0,0,0.0
Dallas,WAUKEE 4,Buttigieg,64,80,0.8286
Dallas,WAUKEE 4,Delaney,0,0,0.0
Dallas,WAUKEE 4,Gabbard,0,0,0.0
Dallas,WAUKEE 4,Klobuchar,40,48,0.4143
Dallas,WAUKEE 4,Other,0,0,0.0
Dallas,WAUKEE 4,Patrick,0,0,0.0
Dallas,WAUKEE 4,Sanders,28,0,0.0
Dallas,WAUKEE 4,Steyer,6,0,0.0
Dallas,WAUKEE 4,Uncommitted,0,0,0.0
Dallas,WAUKEE 4,Warren,33,57,0.4143
Dallas,WAUKEE 4,Yang,29,0,0.0
Dallas,WAUKEE 5,Bennet,0,0,0.0
Dallas,WAUKEE 5,Biden,42,51,0.4143
Dallas,WAUKEE 5,Bloomberg,0,0,0.0
Dallas,WAUKEE 5,Buttigieg,95,117,0.8286
Dallas,WAUKEE 5,Delaney,0,0,0.0
Dallas,WAUKEE 5,Gabbard,0,0,0.0
Dallas,WAUKEE 5,Klobuchar,14,14,0.0
Dallas,WAUKEE 5,Other,1,0,0.0
Dallas,WAUKEE 5,Patrick,0,0,0.0
Dallas,WAUKEE 5,Sanders,24,24,0.0
Dallas,WAUKEE 5,Steyer,0,0,0.0
Dallas,WAUKEE 5,Uncommitted,0,0,0.0
Dallas,WAUKEE 5,Warren,49,65,0.8286
Dallas,WAUKEE 5,Yang,26,26,0.0
Dallas,WAUKEE 6,Bennet,0,0,0.0
Dallas,WAUKEE 6,Biden,40,46,0.4143
Dallas,WAUKEE 6,Bloomberg,0,0,0.0
Dallas,WAUKEE 6,Buttigieg,65,79,0.8286
Dallas,WAUKEE 6,Delaney,0,0,0.0
Dallas,WAUKEE 6,Gabbard,0,0,0.0
Dallas,WAUKEE 6,Klobuchar,18,0,0.0
Dallas,WAUKEE 6,Other,0,0,0.0
Dallas,WAUKEE 6,Patrick,0,0,0.0
Dallas,WAUKEE 6,Sanders,43,49,0.4143
Dallas,WAUKEE 6,Steyer,7,0,0.0
Dallas,WAUKEE 6,Uncommitted,0,5,0.0
Dallas,WAUKEE 6,Warren,34,39,0.4143
Dallas,WAUKEE 6,Yang,11,0,0.0
Dallas,WEST DES MOINES 221,Bennet,0,0,0.0
Dallas,WEST DES MOINES 221,Biden,84,101,0.8286
Dallas,WEST DES MOINES 221,Bloomberg,0,0,0.0
Dallas,WEST DES MOINES 221,Buttigieg,107,124,1.2429
Dallas,WEST DES MOINES 221,Delaney,0,0,0.0
Dallas,WEST DES MOINES 221,Gabbard,0,0,0.0
Dallas,WEST DES MOINES 221,Klobuchar,51,0,0.0
Dallas,WEST DES MOINES 221,Other,0,0,0.0
Dallas,WEST DES MOINES 221,Patrick,0,0,0.0
Dallas,WEST DES MOINES 221,Sanders,76,80,0.8286
Dallas,WEST DES MOINES 221,Steyer,1,0,0.0
Dallas,WEST DES MOINES 221,Uncommitted,0,0,0.0
Dallas,WEST DES MOINES 221,Warren,59,71,0.4143
Dallas,WEST DES MOINES 221,Yang,17,0,0.0
Dallas,WEST DES MOINES 222,Bennet,0,0,0.0
Dallas,WEST DES MOINES 222,Biden,41,43,0.4143
Dallas,WEST DES MOINES 222,Bloomberg,0,0,0.0
Dallas,WEST DES MOINES 222,Buttigieg,65,65,0.4143
Dallas,WEST DES MOINES 222,Delaney,0,0,0.0
Dallas,WEST DES MOINES 222,Gabbard,0,0,0.0
Dallas,WEST DES MOINES 222,Klobuchar,39,39,0.4143
Dallas,WEST DES MOINES 222,Other,0,0,0.0
Dallas,WEST DES MOINES 222,Patrick,0,0,0.0
Dallas,WEST DES MOINES 222,Sanders,55,55,0.4143
Dallas,WEST DES MOINES 222,Steyer,2,0,0.0
Dallas,WEST DES MOINES 222,Uncommitted,0,0,0.0
Dallas,WEST DES MOINES 222,Warren,48,48,0.4143
Dallas,WEST DES MOINES 222,Yang,0,0,0.0
Dallas,WEST DES MOINES 223,Bennet,0,0,0.0
Dallas,WEST DES MOINES 223,Biden,28,29,0.4143
Dallas,WEST DES MOINES 223,Bloomberg,0,0,0.0
Dallas,WEST DES MOINES 223,Buttigieg,48,57,0.4143
Dallas,WEST DES MOINES 223,Delaney,0,0,0.0
Dallas,WEST DES MOINES 223,Gabbard,0,0,0.0
Dallas,WEST DES MOINES 223,Klobuchar,24,26,0.4143
Dallas,WEST DES MOINES 223,Other,4,0,0.0
Dallas,WEST DES MOINES 223,Patrick,0,0,0.0
Dallas,WEST DES MOINES 223,Sanders,11,0,0.0
Dallas,WEST DES MOINES 223,Steyer,0,0,0.0
Dallas,WEST DES MOINES 223,Uncommitted,0,0,0.0
Dallas,WEST DES MOINES 223,Warren,29,26,0.4143
Dallas,WEST DES MOINES 223,Yang,14,0,0.0
Dallas,WEST DES MOINES 224,Bennet,0,0,0.0
Dallas,WEST DES MOINES 224,Biden,5,5,0.0
Dallas,WEST DES MOINES 224,Bloomberg,0,0,0.0
Dallas,WEST DES MOINES 224,Buttigieg,20,20,0.4143
Dallas,WEST DES MOINES 224,Delaney,0,0,0.0
Dallas,WEST DES MOINES 224,Gabbard,0,0,0.0
Dallas,WEST DES MOINES 224,Klobuchar,2,2,0.0
Dallas,WEST DES MOINES 224,Other,0,0,0.0
Dallas,WEST DES MOINES 224,Patrick,0,0,0.0
Dallas,WEST DES MOINES 224,Sanders,6,6,0.0
Dallas,WEST DES MOINES 224,Steyer,0,0,0.0
Dallas,WEST DES MOINES 224,Uncommitted,0,0,0.0
Dallas,WEST DES MOINES 224,Warren,11,11,0.0
Dallas,WEST DES MOINES 224,Yang,1,1,0.0
Dallas,WEST DES MOINES 225,Bennet,0,0,0.0
Dallas,WEST DES MOINES 225,Biden,42,54,0.8286
Dallas,WEST DES MOINES 225,Bloomberg,0,0,0.0
Dallas,WEST DES MOINES 225,Buttigieg,64,75,0.8286
Dallas,WEST DES MOINES 225,Delaney,0,0,0.0
Dallas,WEST DES MOINES 225,Gabbard,0,0,0.0
Dallas,WEST DES MOINES 225,Klobuchar,28,0,0.0
Dallas,WEST DES MOINES 225,Other,0,0,0.0
Dallas,WEST DES MOINES 225,Patrick,0,0,0.0
Dallas,WEST DES MOINES 225,Sanders,56,65,0.8286
Dallas,WEST DES MOINES 225,Steyer,1,0,0.0
Dallas,WEST DES MOINES 225,Uncommitted,9,0,0.0
Dallas,WEST DES MOINES 225,Warren,52,63,0.8286
Dallas,WEST DES MOINES 225,Yang,20,0,0.0
Dallas,WEST DES MOINES 226,Bennet,0,0,0.0
Dallas,WEST DES MOINES 226,Biden,18,0,0.0
Dallas,WEST DES MOINES 226,Bloomberg,0,0,0.0
Dallas,WEST DES MOINES 226,Buttigieg,33,40,0.4143
Dallas,WEST DES MOINES 226,Delaney,0,0,0.0
Dallas,WEST DES MOINES 226,Gabbard,0,0,0.0
Dallas,WEST DES MOINES 226,Klobuchar,23,29,0.4143
Dallas,WEST DES MOINES 226,Other,0,0,0.0
Dallas,WEST DES MOINES 226,Patrick,0,0,0.0
Dallas,WEST DES MOINES 226,Sanders,52,55,0.4143
Dallas,WEST DES MOINES 226,Steyer,0,0,0.0
Dallas,WEST DES MOINES 226,Uncommitted,0,0,0.0
Dallas,WEST DES MOINES 226,Warren,28,31,0.4143
Dallas,WEST DES MOINES 226,Yang,4,0,0.0
Dallas,WEST DES MOINES 321,Bennet,0,0,0.0
Dallas,WEST DES MOINES 321,Biden,35,0,0.0
Dallas,WEST DES MOINES 321,Bloomberg,1,0,0.0
Dallas,WEST DES MOINES 321,Buttigieg,56,66,0.4143
Dallas,WEST DES MOINES 321,Delaney,0,0,0.0
Dallas,WEST DES MOINES 321,Gabbard,0,0,0.0
Dallas,WEST DES MOINES 321,Klobuchar,46,71,0.8286
Dallas,WEST DES MOINES 321,Other,0,0,0.0
Dallas,WEST DES MOINES 321,Patrick,0,0,0.0
Dallas,WEST DES MOINES 321,Sanders,34,42,0.4143
Dallas,WEST DES MOINES 321,Steyer,0,0,0.0
Dallas,WEST DES MOINES 321,Uncommitted,0,0,0.0
Dallas,WEST DES MOINES 321,Warren,56,64,0.4143
Dallas,WEST DES MOINES 321,Yang,30,0,0.0
Dallas,WEST DES MOINES 322,Bennet,0,0,0.0
Dallas,WEST DES MOINES 322,Biden,33,40,0.4143
Dallas,WEST DES MOINES 322,Bloomberg,0,0,0.0
Dallas,WEST DES MOINES 322,Buttigieg,32,39,0.0
Dallas,WEST DES MOINES 322,Delaney,0,0,0.0
Dallas,WEST DES MOINES 322,Gabbard,0,0,0.0
Dallas,WEST DES MOINES 322,Klobuchar,37,44,0.4143
Dallas,WEST DES MOINES 322,Other,0,0,0.0
Dallas,WEST DES MOINES 322,Patrick,0,0,0.0
Dallas,WEST DES MOINES 322,Sanders,0,0,0.0
Dallas,WEST DES MOINES 322,Steyer,0,0,0.0
Dallas,WEST DES MOINES 322,Uncommitted,0,0,0.0
Dallas,WEST DES MOINES 322,Warren,22,0,0.0
Dallas,WEST DES MOINES 322,Yang,1,0,0.0
Davis,Bloomfield Ward 1,Bennet,0,0,0.0
Davis,Bloomfield Ward 1,Biden,9,11,0.15
Davis,Bloomfield Ward 1,Bloomberg,0,0,0.0
Davis,Bloomfield Ward 1,Buttigieg,9,11,0.15
Davis,Bloomfield Ward 1,Delaney,0,0,0.0
Davis,Bloomfield Ward 1,Gabbard,0,0,0.0
Davis,Bloomfield Ward 1,Klobuchar,4,0,0.0
Davis,Bloomfield Ward 1,Other,0,0,0.0
Davis,Bloomfield Ward 1,Patrick,0,0,0.0
Davis,Bloomfield Ward 1,Sanders,4,0,0.0
Davis,Bloomfield Ward 1,Steyer,1,0,0.0
Davis,Bloomfield Ward 1,Uncommitted,0,0,0.0
Davis,Bloomfield Ward 1,Warren,7,12,0.18
Davis,Bloomfield Ward 1,Yang,0,0,0.0
Davis,Bloomfield Ward 2,Bennet,0,0,0.0
Davis,Bloomfield Ward 2,Biden,2,0,0.0
Davis,Bloomfield Ward 2,Bloomberg,0,0,0.0
Davis,Bloomfield Ward 2,Buttigieg,14,16,0.36
Davis,Bloomfield Ward 2,Delaney,0,0,0.0
Davis,Bloomfield Ward 2,Gabbard,0,0,0.0
Davis,Bloomfield Ward 2,Klobuchar,3,6,0.12
Davis,Bloomfield Ward 2,Other,0,0,0.0
Davis,Bloomfield Ward 2,Patrick,0,0,0.0
Davis,Bloomfield Ward 2,Sanders,1,0,0.0
Davis,Bloomfield Ward 2,Steyer,0,0,0.0
Davis,Bloomfield Ward 2,Uncommitted,0,0,0.0
Davis,Bloomfield Ward 2,Warren,2,0,0.0
Davis,Bloomfield Ward 2,Yang,0,0,0.0
Davis,Bloomfield Ward 3,Bennet,0,0,0.0
Davis,Bloomfield Ward 3,Biden,4,5,0.09
Davis,Bloomfield Ward 3,Bloomberg,0,0,0.0
Davis,Bloomfield Ward 3,Buttigieg,2,3,0.06
Davis,Bloomfield Ward 3,Delaney,0,0,0.0
Davis,Bloomfield Ward 3,Gabbard,0,0,0.0
Davis,Bloomfield Ward 3,Klobuchar,4,5,0.09
Davis,Bloomfield Ward 3,Other,0,0,0.0
Davis,Bloomfield Ward 3,Patrick,0,0,0.0
Davis,Bloomfield Ward 3,Sanders,6,6,0.12
Davis,Bloomfield Ward 3,Steyer,0,0,0.0
Davis,Bloomfield Ward 3,Uncommitted,0,0,0.0
Davis,Bloomfield Ward 3,Warren,2,1,0.0
Davis,Bloomfield Ward 3,Yang,2,1,0.0
Davis,Central,Bennet,0,0,0.0
Davis,Central,Biden,10,10,0.12
Davis,Central,Bloomberg,0,0,0.0
Davis,Central,Buttigieg,8,8,0.12
Davis,Central,Delaney,0,0,0.0
Davis,Central,Gabbard,0,0,0.0
Davis,Central,Klobuchar,10,10,0.12
Davis,Central,Other,0,0,0.0
Davis,Central,Patrick,0,0,0.0
Davis,Central,Sanders,3,0,0.0
Davis,Central,Steyer,0,0,0.0
Davis,Central,Uncommitted,0,0,0.0
Davis,Central,Warren,7,10,0.12
Davis,Central,Yang,0,0,0.0
Davis,Northeast,Bennet,0,0,0.0
Davis,Northeast,Biden,5,5,0.09
Davis,Northeast,Bloomberg,1,0,0.0
Davis,Northeast,Buttigieg,5,6,0.09
Davis,Northeast,Delaney,0,0,0.0
Davis,Northeast,Gabbard,0,0,0.0
Davis,Northeast,Klobuchar,4,5,0.06
Davis,Northeast,Other,0,0,0.0
Davis,Northeast,Patrick,0,0,0.0
Davis,Northeast,Sanders,7,7,0.12
Davis,Northeast,Steyer,1,0,0.0
Davis,Northeast,Uncommitted,0,0,0.0
Davis,Northeast,Warren,0,0,0.0
Davis,Northeast,Yang,0,0,0.0
Davis,Northwest,Bennet,0,0,0.0
Davis,Northwest,Biden,9,9,0.12
Davis,Northwest,Bloomberg,0,0,0.0
Davis,Northwest,Buttigieg,7,8,0.12
Davis,Northwest,Delaney,0,0,0.0
Davis,Northwest,Gabbard,1,1,0.0
Davis,Northwest,Klobuchar,2,0,0.0
Davis,Northwest,Other,0,0,0.0
Davis,Northwest,Patrick,0,0,0.0
Davis,Northwest,Sanders,4,3,0.0
Davis,Northwest,Steyer,0,0,0.0
Davis,Northwest,Uncommitted,0,0,0.0
Davis,Northwest,Warren,4,6,0.09
Davis,Northwest,Yang,0,0,0.0
Davis,Southeast,Bennet,0,0,0.0
Davis,Southeast,Biden,7,7,0.12
Davis,Southeast,Bloomberg,0,0,0.0
Davis,Southeast,Buttigieg,3,3,0.06
Davis,Southeast,Delaney,0,0,0.0
Davis,Southeast,Gabbard,0,0,0.0
Davis,Southeast,Klobuchar,0,0,0.0
Davis,Southeast,Other,0,0,0.0
Davis,Southeast,Patrick,0,0,0.0
Davis,Southeast,Sanders,4,6,0.12
Davis,Southeast,Steyer,2,0,0.0
Davis,Southeast,Uncommitted,0,0,0.0
Davis,Southeast,Warren,0,0,0.0
Davis,Southeast,Yang,0,0,0.0
Davis,Southwest,Bennet,0,0,0.0
Davis,Southwest,Biden,8,9,0.15
Davis,Southwest,Bloomberg,0,0,0.0
Davis,Southwest,Buttigieg,2,3,0.06
Davis,Southwest,Delaney,0,0,0.0
Davis,Southwest,Gabbard,0,0,0.0
Davis,Southwest,Klobuchar,1,0,0.0
Davis,Southwest,Other,0,0,0.0
Davis,Southwest,Patrick,0,0,0.0
Davis,Southwest,Sanders,1,0,0.0
Davis,Southwest,Steyer,0,0,0.0
Davis,Southwest,Uncommitted,0,0,0.0
Davis,Southwest,Warren,0,0,0.0
Davis,Southwest,Yang,0,0,0.0
Decatur,BL/FA/Lamoni,Bennet,1,0,0.0
Decatur,BL/FA/Lamoni,Biden,19,0,0.0
Decatur,BL/FA/Lamoni,Bloomberg,0,0,0.0
Decatur,BL/FA/Lamoni,Buttigieg,37,41,0.2824
Decatur,BL/FA/Lamoni,Delaney,0,0,0.0
Decatur,BL/FA/Lamoni,Gabbard,1,0,0.0
Decatur,BL/FA/Lamoni,Klobuchar,42,61,0.4706
Decatur,BL/FA/Lamoni,Other,2,2,0.0
Decatur,BL/FA/Lamoni,Patrick,0,0,0.0
Decatur,BL/FA/Lamoni,Sanders,47,54,0.4235
Decatur,BL/FA/Lamoni,Steyer,7,0,0.0
Decatur,BL/FA/Lamoni,Uncommitted,1,1,0.0
Decatur,BL/FA/Lamoni,Warren,59,66,0.5176
Decatur,BL/FA/Lamoni,Yang,9,0,0.0
Decatur,BU/HA/MO/NB/Davis City/Pleasanton,Bennet,0,0,0.0
Decatur,BU/HA/MO/NB/Davis City/Pleasanton,Biden,0,0,0.0
Decatur,BU/HA/MO/NB/Davis City/Pleasanton,Bloomberg,0,0,0.0
Decatur,BU/HA/MO/NB/Davis City/Pleasanton,Buttigieg,2,2,0.0471
Decatur,BU/HA/MO/NB/Davis City/Pleasanton,Delaney,0,0,0.0
Decatur,BU/HA/MO/NB/Davis City/Pleasanton,Gabbard,1,0,0.0
Decatur,BU/HA/MO/NB/Davis City/Pleasanton,Klobuchar,2,2,0.0471
Decatur,BU/HA/MO/NB/Davis City/Pleasanton,Other,0,0,0.0
Decatur,BU/HA/MO/NB/Davis City/Pleasanton,Patrick,0,0,0.0
Decatur,BU/HA/MO/NB/Davis City/Pleasanton,Sanders,1,2,0.0471
Decatur,BU/HA/MO/NB/Davis City/Pleasanton,Steyer,0,0,0.0
Decatur,BU/HA/MO/NB/Davis City/Pleasanton,Uncommitted,0,0,0.0
Decatur,BU/HA/MO/NB/Davis City/Pleasanton,Warren,2,2,0.0471
Decatur,BU/HA/MO/NB/Davis City/Pleasanton,Yang,0,0,0.0
Decatur,CE/ED/Leon,Bennet,0,0,0.0
Decatur,CE/ED/Leon,Biden,9,9,0.2353
Decatur,CE/ED/Leon,Bloomberg,0,0,0.0
Decatur,CE/ED/Leon,Buttigieg,19,19,0.4706
Decatur,CE/ED/Leon,Delaney,0,0,0.0
Decatur,CE/ED/Leon,Gabbard,0,0,0.0
Decatur,CE/ED/Leon,Klobuchar,0,0,0.0
Decatur,CE/ED/Leon,Other,0,0,0.0
Decatur,CE/ED/Leon,Patrick,0,0,0.0
Decatur,CE/ED/Leon,Sanders,7,7,0.1412
Decatur,CE/ED/Leon,Steyer,0,0,0.0
Decatur,CE/ED/Leon,Uncommitted,0,0,0.0
Decatur,CE/ED/Leon,Warren,7,7,0.1882
Decatur,CE/ED/Leon,Yang,0,0,0.0
Decatur,DE/Decatur City,Bennet,0,0,0.0
Decatur,DE/Decatur City,Biden,0,0,0.0
Decatur,DE/Decatur City,Bloomberg,0,0,0.0
Decatur,DE/Decatur City,Buttigieg,2,2,0.0471
Decatur,DE/Decatur City,Delaney,0,0,0.0
Decatur,DE/Decatur City,Gabbard,1,0,0.0
Decatur,DE/Decatur City,Klobuchar,2,2,0.0471
Decatur,DE/Decatur City,Other,0,0,0.0
Decatur,DE/Decatur City,Patrick,0,0,0.0
Decatur,DE/Decatur City,Sanders,1,2,0.0471
Decatur,DE/Decatur City,Steyer,0,0,0.0
Decatur,DE/Decatur City,Uncommitted,0,0,0.0
Decatur,DE/Decatur City,Warren,2,2,0.0471
Decatur,DE/Decatur City,Yang,0,0,0.0
Decatur,FR/LC/Van Wert/Weldon,Bennet,0,0,0.0
Decatur,FR/LC/Van Wert/Weldon,Biden,3,3,0.0941
Decatur,FR/LC/Van Wert/Weldon,Bloomberg,0,0,0.0
Decatur,FR/LC/Van Wert/Weldon,Buttigieg,4,5,0.1412
Decatur,FR/LC/Van Wert/Weldon,Delaney,0,0,0.0
Decatur,FR/LC/Van Wert/Weldon,Gabbard,0,0,0.0
Decatur,FR/LC/Van Wert/Weldon,Klobuchar,1,0,0.0
Decatur,FR/LC/Van Wert/Weldon,Other,0,0,0.0
Decatur,FR/LC/Van Wert/Weldon,Patrick,0,0,0.0
Decatur,FR/LC/Van Wert/Weldon,Sanders,6,8,0.1882
Decatur,FR/LC/Van Wert/Weldon,Steyer,1,0,0.0
Decatur,FR/LC/Van Wert/Weldon,Uncommitted,0,0,0.0
Decatur,FR/LC/Van Wert/Weldon,Warren,0,0,0.0
Decatur,FR/LC/Van Wert/Weldon,Yang,1,0,0.0
Decatur,GG/HP/WE/Garden Grove/LeRoy,Bennet,0,0,0.0
Decatur,GG/HP/WE/Garden Grove/LeRoy,Biden,3,3,0.0941
Decatur,GG/HP/WE/Garden Grove/LeRoy,Bloomberg,0,0,0.0
Decatur,GG/HP/WE/Garden Grove/LeRoy,Buttigieg,5,5,0.1882
Decatur,GG/HP/WE/Garden Grove/LeRoy,Delaney,0,0,0.0
Decatur,GG/HP/WE/Garden Grove/LeRoy,Gabbard,0,0,0.0
Decatur,GG/HP/WE/Garden Grove/LeRoy,Klobuchar,0,0,0.0
Decatur,GG/HP/WE/Garden Grove/LeRoy,Other,0,0,0.0
Decatur,GG/HP/WE/Garden Grove/LeRoy,Patrick,0,0,0.0
Decatur,GG/HP/WE/Garden Grove/LeRoy,Sanders,2,2,0.0471
Decatur,GG/HP/WE/Garden Grove/LeRoy,Steyer,0,0,0.0
Decatur,GG/HP/WE/Garden Grove/LeRoy,Uncommitted,0,0,0.0
Decatur,GG/HP/WE/Garden Grove/LeRoy,Warren,0,0,0.0
Decatur,GG/HP/WE/Garden Grove/LeRoy,Yang,0,0,0.0
Decatur,GR/RL/Grand River,Bennet,0,0,0.0
Decatur,GR/RL/Grand River,Biden,2,2,0.0471
Decatur,GR/RL/Grand River,Bloomberg,0,0,0.0
Decatur,GR/RL/Grand River,Buttigieg,7,8,0.0941
Decatur,GR/RL/Grand River,Delaney,0,0,0.0
Decatur,GR/RL/Grand River,Gabbard,0,0,0.0
Decatur,GR/RL/Grand River,Klobuchar,0,0,0.0
Decatur,GR/RL/Grand River,Other,0,0,0.0
Decatur,GR/RL/Grand River,Patrick,0,0,0.0
Decatur,GR/RL/Grand River,Sanders,3,3,0.0471
Decatur,GR/RL/Grand River,Steyer,0,0,0.0
Decatur,GR/RL/Grand River,Uncommitted,0,0,0.0
Decatur,GR/RL/Grand River,Warren,1,0,0.0
Decatur,GR/RL/Grand River,Yang,0,0,0.0
Delaware,Adams/Hazel Green,Bennet,0,0,0.0
Delaware,Adams/Hazel Green,Biden,3,0,0.0
Delaware,Adams/Hazel Green,Bloomberg,0,0,0.0
Delaware,Adams/Hazel Green,Buttigieg,7,8,0.15
Delaware,Adams/Hazel Green,Delaney,0,0,0.0
Delaware,Adams/Hazel Green,Gabbard,0,0,0.0
Delaware,Adams/Hazel Green,Klobuchar,1,0,0.0
Delaware,Adams/Hazel Green,Other,0,0,0.0
Delaware,Adams/Hazel Green,Patrick,0,0,0.0
Delaware,Adams/Hazel Green,Sanders,4,7,0.15
Delaware,Adams/Hazel Green,Steyer,3,0,0.0
Delaware,Adams/Hazel Green,Uncommitted,0,0,0.0
Delaware,Adams/Hazel Green,Warren,6,9,0.225
Delaware,Adams/Hazel Green,Yang,0,0,0.0
Delaware,Colony,Bennet,0,0,0.0
Delaware,Colony,Biden,12,12,0.225
Delaware,Colony,Bloomberg,0,0,0.0
Delaware,Colony,Buttigieg,3,3,0.075
Delaware,Colony,Delaney,0,0,0.0
Delaware,Colony,Gabbard,0,0,0.0
Delaware,Colony,Klobuchar,0,0,0.0
Delaware,Colony,Other,0,0,0.0
Delaware,Colony,Patrick,0,0,0.0
Delaware,Colony,Sanders,1,0,0.0
Delaware,Colony,Steyer,0,0,0.0
Delaware,Colony,Uncommitted,0,0,0.0
Delaware,Colony,Warren,2,3,0.075
Delaware,Colony,Yang,0,0,0.0
Delaware,Delaware,Bennet,0,0,0.0
Delaware,Delaware,Biden,6,6,0.15
Delaware,Delaware,Bloomberg,0,0,0.0
Delaware,Delaware,Buttigieg,6,6,0.15
Delaware,Delaware,Delaney,0,0,0.0
Delaware,Delaware,Gabbard,0,0,0.0
Delaware,Delaware,Klobuchar,7,9,0.15
Delaware,Delaware,Other,0,0,0.0
Delaware,Delaware,Patrick,0,0,0.0
Delaware,Delaware,Sanders,1,0,0.0
Delaware,Delaware,Steyer,0,0,0.0
Delaware,Delaware,Uncommitted,0,0,0.0
Delaware,Delaware,Warren,1,0,0.0
Delaware,Delaware,Yang,0,0,0.0
Delaware,Delhi/Delaware Corp,Bennet,0,0,0.0
Delaware,Delhi/Delaware Corp,Biden,9,11,0.3
Delaware,Delhi/Delaware Corp,Bloomberg,0,0,0.0
Delaware,Delhi/Delaware Corp,Buttigieg,3,0,0.0
Delaware,Delhi/Delaware Corp,Delaney,0,0,0.0
Delaware,Delhi/Delaware Corp,Gabbard,0,0,0.0
